"pathway","pval","padj","overlap","size","overlapGenes"
"C3_Proteolysis general: aspartate: cathepsin",1,1,0,22,""
"C3_Proteolysis proteasome: E2",1,1,0,18,""
"C3_Pseudogene",1,1,0,1898,""
"C3_Ribosome: biogenesis",1,1,0,53,""
"C3_Ribosome: EIF",1,1,0,60,""
"C3_Ribosome: subunit",1,1,0,92,""
"C3_Signaling: hedgehog-like",1,1,0,90,""
"C3_Signaling: heteromeric G protein: G alpha subunit",1,1,0,22,""
"C3_Signaling: heteromeric G protein: guanylyl cyclase",1,1,0,38,""
"C3_Signaling: heteromeric G protein: receptor",1,1,0,53,""
"C3_Signaling: MAPK",1,1,0,32,""
"C3_Signaling: Notch",1,1,0,18,""
"C3_Signaling: small GTPase: ARF",1,1,0,18,""
"C3_Signaling: small GTPase: other",1,1,0,36,""
"C3_Signaling: small GTPase: Rab",1,1,0,34,""
"C3_Signaling: small GTPase: Ras",1,1,0,39,""
"C3_Signaling: small GTPase: Rho/Rac",1,1,0,46,""
"C3_Signaling: TGF beta",1,1,0,17,""
"C3_Stress response: ER",1,1,0,17,""
"C3_Stress response: heat",1,1,0,30,""
"C3_Stress response: thioredoxin",1,1,0,15,""
"C3_Trafficking: vesicle targeting/fusion: SNARE",1,1,0,21,""
"C3_Transcription factor: bZIP",1,1,0,24,""
"C3_Transcription factor: other",1,1,0,33,""
"C3_Transcription factor: T box",1,1,0,21,""
"C3_Transcription: chromatin modification: methyltransferase",1,1,0,20,""
"C3_Transcription: chromatin modification: other",1,1,0,34,""
"C3_Transcription: chromatin structure: histone",1,1,0,85,""
"C3_Transcription: general machinery: RNA Pol II: mediator",1,1,0,25,""
"C3_Transcription: general machinery: RNA Pol II: subunit",1,1,0,16,""
"C3_Transmembrane protein: ER",1,1,0,24,""
"C3_Transmembrane protein: seven transmembrane receptor: srab",1,1,0,23,""
"C3_Transmembrane protein: seven transmembrane receptor: srg",1,1,0,62,""
"C3_Transmembrane transport: calcium channel",1,1,0,20,""
"C3_Transmembrane transport: extracellular ligand gated channel",1,1,0,59,""
"C3_Transmembrane transport: lipid",1,1,0,15,""
"C3_Transmembrane transport: mitochondrial: solute carrier",1,1,0,34,""
"C3_Transmembrane transport: nicotinic acid receptor",1,1,0,20,""
"C3_Transmembrane transport: other",1,1,0,50,""
"C3_Transmembrane transport: TRP  channel",1,1,0,15,""
